Item No.,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
9726,216633.42,6.4,80.75,Ext,16,0.587,1.938,24
9727,216635.06,8.04,82,Ext,13,0.49,1.44,24
9730,216675.42,8.7,103.25,Ext,15,0.587,0.943,24
9731,216677.58,10.86,96.25,Ext,13,0.392,1.022,24
9732,216679.81,13.09,110.5,Ext,23,0.49,1.414,24
9733,216680.48,13.76,91.75,Ext,16,0.685,0.655,24
9734,216681.07,14.35,106.75,Ext,15,0.49,1.179,24
9735,216682.49,15.77,107.5,Ext,15,0.587,1.126,24
9736,216682.81,16.08,108.75,Ext,15,0.783,1.022,24
9737,216684.99,18.27,105,Ext,11,0.783,1.309,24
9738,216686.62,19.9,98,Ext,5,0.49,2.461,24
9739,216687.09,20.37,98.5,Ext,18,2.446,6.807,24
9740,216687.84,21.12,84.25,Ext,15,0.392,1.257,24
9741,216688.06,21.34,106.75,Ext,21,1.37,4.477,24
9742,216688.48,21.76,101.75,Ext,11,0.392,0.864,24
9743,216689.03,22.3,105,Ext,14,0.392,0.969,24
9744,216690.31,23.59,108.75,Ext,15,1.174,2.749,24
9745,216690.93,24.2,95,Ext,8,2.153,1.99,24
9746,216693.32,26.6,76.75,Ext,12,0.587,0.786,24
9747,216695.33,28.6,103,Ext,9,0.685,0.995,24
9750,216767.18,20.95,80.25,Ext,11,2.348,4.844,24
9751,216767.64,21.41,72.75,Ext,15,0.685,1.467,24
9752,216769.29,23.05,97,Ext,11,1.859,3.901,24
9753,216771.03,24.8,80.75,Ext,12,0.49,0.812,24
9754,216779.12,32.88,114.5,Ext,14,0.49,1.074,24
9755,216780.64,34.41,88.75,Ext,5,0.881,0.995,24
9757,216793.41,7.37,113,Ext,14,0.49,1.362,24
9758,216794.22,8.18,106,Ext,13,0.587,1.048,24
9759,216795.71,9.67,73,Ext,14,0.49,0.995,24
9760,216796.64,10.61,102.25,Ext,15,0.49,1.362,24
9761,216797.67,11.63,85.5,Ext,13,0.587,1.074,24
9762,216797.89,11.85,84.75,Ext,16,0.49,1.309,24
9763,216798.56,12.52,111.25,Ext,15,0.587,1.257,24
9764,216800.21,14.17,85.5,Ext,13,0.587,1.336,24
9765,216801.54,15.5,105,Ext,17,3.326,7.854,24
9766,216802.48,16.44,87.5,Ext,21,9,6.65,24
9767,216804.95,18.91,89.5,Ext,20,4.011,5.106,24
9768,216807.57,21.53,93.75,Ext,13,0.49,1.231,24
9769,216809.62,23.58,88.25,Ext,3,0.587,2.121,24
9770,216813.28,27.24,87,Ext,10,0.685,1.257,24
9771,216819.34,33.3,93.25,Ext,15,7.728,11.598,24
9772,216825.05,39.01,82.25,Ext,10,0.587,0.812,24
9773,216825.23,39.19,65.5,Ext,16,0.49,0.812,24
9775,216830.38,4.55,84.75,Ext,15,0.49,1.231,24
9776,216830.83,5,82.25,Ext,12,6.75,7.54,24
9777,216832.37,6.53,91.5,Ext,15,10.956,14.059,24
9778,216833.51,7.68,84,Ext,17,0.392,1.1,24
9779,216834.02,8.18,91.5,Ext,20,2.544,5.498,24
9780,216835.28,9.45,103.5,Ext,26,16.141,12.986,24
9781,216837.44,11.61,88.5,Ext,18,16.043,27.83,24
9782,216839.13,13.3,84.75,Ext,18,2.544,6.022,24
9783,216839.44,13.61,101.75,Ext,18,3.815,7.985,24
9784,216840.36,14.53,81.75,Ext,20,9.489,7.436,24
9785,216840.74,14.9,114.75,Ext,17,0.587,1.44,24
9786,216840.75,14.92,95.5,Ext,20,1.174,4.006,24
9787,216841,15.16,87.25,Ext,14,0.587,1.309,24
9788,216841.92,16.08,84.75,Ext,16,8.609,5.132,24
9789,216843.22,17.38,90,Ext,18,12.522,17.646,24
9790,216844.15,18.32,80,Ext,16,22.499,34.061,24
9791,216847.07,21.24,69.5,Ext,17,12.228,9.321,24
9792,216848.32,22.48,84.25,Ext,15,10.565,7.305,24
9793,216859.08,33.24,75,Ext,12,0.294,0.995,24
9795,216869.23,3.65,96,Ext,18,0.587,1.231,24
9796,216886.68,21.11,96,Ext,12,0.49,1.1,24
9797,216890.54,24.97,81,Ext,16,0.49,0.786,24
9800,216912.5,7.21,94.5,Ext,4,3.326,9.713,24
9801,216914.13,8.84,72,Ext,6,5.185,6.86,24
9802,216915.26,9.97,74.5,Ext,17,3.62,6.86,24
9803,216916.91,11.62,179.25,Ext,20,1.37,3.194,24
9804,216916.96,11.67,70.5,Ext,6,4.5,5.079,24
9805,216917.92,12.63,72.5,Ext,8,5.381,12.802,24
9806,216918.44,13.15,80,Ext,17,0.49,1.205,24
9807,216919.33,14.04,69.5,Ext,14,0.783,1.048,24
9808,216919.69,14.4,75.75,Ext,9,0.783,1.467,24
9809,216920.25,14.96,68.25,Ext,16,2.739,5.551,24
9810,216920.46,15.17,75.75,Ext,16,0.587,0.76,24
9811,216920.86,15.57,73.75,Ext,17,8.022,5.158,24
9812,216921.84,16.55,78.75,Ext,17,0.587,1.414,24
9813,216922.39,17.1,73.75,Ext,14,0.685,1.257,24
9814,216922.71,17.42,78.25,Ext,16,0.685,1.388,24
9815,216924.39,19.1,81.25,Ext,16,0.587,1.362,24
9816,216925.15,19.86,75.75,Ext,16,0.49,1.074,24
9817,216926.93,21.64,82.75,Ext,16,7.435,6.886,24
9818,216927.78,22.49,75.75,Ext,10,5.087,5.42,24
9819,216929.99,24.7,87,Ext,10,1.468,2.645,24
9820,216932.84,27.55,90,Ext,13,0.685,1.048,24
9821,216932.84,27.55,98.75,Ext,18,0.587,1.336,24
9822,216933.1,27.81,80,Ext,14,0.587,0.786,24
9823,216933.32,28.03,63.75,Ext,18,0.587,1.309,24
9824,216933.67,28.38,72.5,Ext,12,1.077,1.676,24
9825,216934.21,28.92,102.5,Ext,18,2.935,12.488,24
9826,216935.92,30.63,69.5,Ext,15,3.424,7.488,24
9827,216939.46,34.17,83.25,Ext,13,0.685,0.995,24
9828,216941.79,36.5,84,Ext,18,0.587,1.309,24
9829,216942.46,37.17,79,Ext,17,3.033,6.022,24
9830,216942.66,37.37,85.25,Ext,10,0.783,1.467,24
9832,216976.31,31.31,83.5,Ext,15,0.49,1.231,24
9833,216978.2,33.2,76,Ext,13,0.49,0.943,24
9834,216979.58,34.58,83.75,Ext,6,10.369,8.954,24
9835,216981.86,36.86,87.25,Ext,13,0.49,1.257,24
9836,216983.16,38.16,89.75,Ext,11,0.587,0.734,24
9838,216985.55,0.86,1.75,Ext,14,0.685,2.776,24
9839,216993.03,8.34,73.25,Ext,7,0.685,1.231,24
9840,217002.49,17.8,89.5,Ext,8,0.783,0.969,24
9841,217005.59,20.9,103.25,Ext,13,0.49,0.969,24
9843,217046.74,22.47,79.75,Ext,11,0.49,0.891,24
9844,217047.09,22.83,107.25,Ext,13,0.685,1.231,24
9845,217047.98,23.71,105.25,Ext,14,0.49,0.917,24
9846,217049.36,25.09,87.25,Ext,13,0.783,1.205,24
9848,217090.33,26.26,81,Ext,9,0.881,1.074,24
9849,217090.71,26.64,94,Ext,6,0.783,1.545,24
9850,217096.79,32.72,102.25,Ext,19,0.587,0.995,24
9851,217097.85,33.78,104.75,Ext,12,11.935,4.765,24
9855,217125.39,2.94,81,Ext,17,0.685,1.1,24
9856,217136.19,13.74,67.75,Ext,14,0.685,1.362,24
9875,217696.43,12.89,112.25,Ext,11,0.294,1.179,24
9876,217714.88,31.34,88.75,Ext,15,0.587,1.074,24
9877,217715.77,32.23,88,Ext,8,10.369,6.572,24
9878,217719.07,35.53,86.25,Ext,10,0.685,1.257,24
9880,217731,7.7,94,Ext,15,11.935,8.247,24
9881,217733.15,9.86,79.75,Ext,16,0.587,1.283,24
9882,217746.79,23.49,86,Ext,8,0.881,1.126,24
9885,217828.78,25.97,89.75,Ext,16,24.358,7.776,24
9886,217829.73,26.93,91,Ext,25,0.685,1.231,24
9887,217832.38,29.58,75.5,Ext,15,0.49,1.048,24
9890,217848.11,1.44,73,Ext,13,0.979,1.309,24
9891,217850.14,3.47,101.75,Ext,16,0.685,1.336,24
9892,217851.92,5.24,91.25,Ext,17,3.815,3.901,24
9893,217853.85,7.17,91.75,Ext,16,0.49,1.231,24
9894,217856.53,9.86,92.25,Ext,19,0.587,1.205,24
9896,217897.87,22.65,91.25,Ext,26,0.685,1.205,24
9897,217901.06,25.84,86.25,Ext,16,0.587,1.414,24
9898,217901.71,26.49,76.75,Ext,13,0.685,0.786,24
9899,217903.82,28.6,78,Ext,14,0.49,0.943,24
9901,217944.82,37,85.25,Ext,24,2.739,5.027,24
9905,218038.54,11.42,87.75,Ext,12,0.49,0.864,24
9907,218100.8,33.94,84,Ext,10,0.587,1.336,24
9911,218172.85,26.56,94.5,Ext,10,9.978,9.399,24
9912,218173.57,27.28,88.25,Ext,11,8.804,9.059,24
9917,218310.77,5.54,21,Ext,15,3.522,3.43,24
9918,218311.96,6.73,160.25,Ext,22,0.685,0.995,24
9919,218313.94,8.71,30.25,Ext,16,0.49,1.231,24
9920,218316.93,11.7,172,Ext,13,0.49,0.995,24
9921,218318.83,13.6,161.5,Ext,11,0.783,1.755,24
9926,218470.27,6.23,76.5,Ext,26,1.468,5.551,24
9927,218470.87,6.82,89.75,Ext,11,0.49,0.995,24
9928,218471.48,7.44,77.75,Ext,10,1.761,1.571,24
9930,218526.84,23.1,84.75,Ext,24,22.793,4.739,24
9931,218527.37,23.62,81.5,Ext,19,1.077,3.64,24
9940,218786.06,4.44,86,Int,40,0.294,0.969,24
9948,219076.2,17.14,85.25,Ext,16,1.761,1.859,24
9949,219080.27,21.2,92.25,Ext,12,0.294,0.864,24
9950,219080.68,21.61,88.5,Ext,13,0.49,1.179,24
9956,219295.69,38.03,106.5,Ext,16,0.392,0.969,24
9959,219345.21,8.11,88,Ext,19,0.392,0.838,24
9960,219346.16,9.06,89.25,Ext,18,0.587,0.995,24
9961,219346.34,9.24,99.25,Ext,14,0.392,0.707,24
9962,219347.11,10.01,99.25,Ext,14,4.5,3.194,24
9963,219347.78,10.68,75.5,Ext,20,3.326,4.215,24
9964,219347.92,10.82,94.25,Ext,13,0.294,0.786,24
9965,219348.32,11.23,98.75,Ext,17,1.272,1.388,24
9966,219350.15,13.05,82.5,Ext,19,1.272,3.509,24
9967,219355.75,18.65,90.75,Ext,15,5.283,5.524,24
9969,219392.23,15.39,93.25,Ext,13,0.685,0.812,24
9970,219392.47,15.63,97.5,Ext,16,0.587,0.734,24
9971,219392.64,15.8,94.5,Ext,27,0.587,0.943,24
9972,219392.82,15.99,94.5,Ext,20,1.663,1.807,24
9973,219393.22,16.39,92.5,Ext,17,1.37,2.566,24
9974,219393.89,17.05,85,Ext,15,0.392,0.786,24
9975,219394.01,17.18,99.5,Ext,18,0.49,0.864,24
9976,219394.53,17.69,92.5,Ext,24,9.098,3.692,24
9977,219394.58,17.74,79.5,Ext,9,0.685,0.707,24
9978,219395.02,18.18,93.25,Ext,16,0.49,0.812,24
9979,219395.04,18.2,87,Ext,14,0.587,0.838,24
9980,219399.42,22.58,94.5,Ext,15,0.392,1.048,24
9981,219401.5,24.66,98.25,Ext,12,0.587,1.022,24
9983,219442.41,25.85,94.5,Ext,17,0.49,0.891,24
9985,219467.13,10.8,87.25,Ext,14,0.294,0.917,24
9986,219467.4,11.08,89,Ext,24,0.587,4.006,24
9987,219467.64,11.32,92.25,Ext,17,0.49,1.597,24
9989,219502.9,6.85,100.5,Ext,17,3.131,5.315,24
9990,219508.83,12.78,81.75,Ext,24,1.663,2.304,24
9991,219510.11,14.06,91.75,Ext,18,1.468,2.278,24
9992,219512.03,15.98,88.75,Ext,9,0.49,0.969,24
9997,219628.43,13.59,84,Ext,12,0.49,1.388,24
9998,219636.11,21.27,90.5,Ext,11,0.685,0.917,24
10006,219801.05,8.72,76,Ext,13,0.587,1.1,24
10012,219947.47,18.2,85.75,Ext,8,0.294,0.655,24
10013,219947.6,18.32,84,Ext,10,0.294,1.048,24
10034,220623.15,6.83,98,Ext,12,0.392,1.022,24
10035,220635.92,19.6,80,Ext,9,0.392,0.917,24
10037,220674.89,18.72,76.25,Ext,8,0.392,0.943,24
10038,220675.36,19.19,90,Ext,10,0.881,1.1,24
10039,220675.59,19.42,86.75,Ext,7,0.392,1.074,24
10040,220677.93,21.76,100.75,Ext,10,0.49,0.76,24
10041,220682.44,26.27,99.5,Ext,9,2.25,3.142,24
10044,220741.12,5.4,94.75,Ext,18,0.587,1.388,24
10045,220742.16,6.43,94.75,Ext,5,0.392,1.545,24
10046,220762.25,26.52,101.25,Ext,12,0.392,0.681,24
10048,220784.75,9.25,96,Ext,12,1.663,3.142,24
10049,220792.9,17.4,96.75,Ext,15,0.49,1.388,24
10051,220820.88,27.47,97.75,Ext,8,3.326,5.865,24
10052,220828.49,35.08,79.25,Ext,15,0.392,1.807,24
10053,220828.81,35.4,84.25,Ext,9,0.392,1.205,24
10054,220829.2,35.79,94.25,Ext,27,4.305,3.718,24
10055,220829.79,36.38,95,Ext,15,2.153,1.859,24
10056,220829.95,36.54,95.5,Ext,16,0.392,1.231,24
10057,220830.42,37.01,101.25,Ext,10,0.392,0.76,24
10059,220837.6,4.39,87,Ext,12,0.392,1.205,24
10060,220838.96,5.75,97,Ext,8,1.566,2.383,24
10061,220839.23,6.02,98.25,Ext,14,0.392,1.048,24
10062,220842.21,9,95.75,Ext,25,0.587,2.645,24
10063,220842.36,9.15,94.5,Ext,18,1.859,3.77,24
10064,220844.51,11.3,89.5,Ext,8,1.663,1.728,24
10065,220845.99,12.77,75,Ext,8,0.392,1.126,24
10066,220846.09,12.88,93.25,Ext,11,2.348,2.043,24
10067,220848.86,15.64,82.5,Ext,20,1.272,2.357,24
10068,220849.09,15.88,90,Ext,10,0.392,1.257,24
10069,220850.89,17.67,92,Ext,15,1.957,1.048,24
10070,220851.24,18.02,87.5,Ext,16,4.305,3.744,24
10071,220852.09,18.88,82.5,Ext,19,9.587,6.231,24
10072,220853.15,19.93,107.75,Ext,8,1.957,1.781,24
10073,220859.72,26.51,93.75,Ext,6,0.392,1.152,24
10074,220861.42,28.21,90,Ext,12,0.392,0.76,24
10075,220866.86,33.65,92,Ext,14,7.141,4.687,24
10076,220867.8,34.59,97.5,Ext,13,0.392,1.65,24
10077,220867.98,34.77,93.75,Ext,13,0.392,0.734,24
10078,220869.77,36.56,95.5,Ext,14,1.957,2.906,24
10079,220870.13,36.92,100,Ext,15,0.392,0.969,24
10080,220870.33,37.12,103,Ext,10,0.392,0.629,24
10081,220870.43,37.21,93.75,Ext,12,0.783,0.943,24
10082,220871.64,38.43,94.5,Ext,14,0.392,1.074,24
10085,220876.34,3.29,95.5,Ext,18,6.75,3.456,24
10086,220909.24,36.19,96,Ext,11,0.392,1.126,24
10087,220912.41,39.36,98.5,Ext,16,0.392,0.943,24
10088,220912.77,39.72,90.25,Ext,21,0.783,3.692,24
10089,220912.8,39.75,108.5,Ext,14,0.294,1.126,24
10091,220913.06,0.25,96.5,Ext,20,1.761,1.676,24
10092,220914.92,2.1,90.5,Ext,20,0.392,1.048,24
10093,220925.47,12.65,101.5,Ext,25,2.348,4.006,24
10094,220925.82,13,98.5,Ext,27,4.305,2.147,24
10095,220926.44,13.62,97.25,Ext,8,0.392,1.283,24
10096,220927.31,14.49,98.5,Ext,16,3.913,2.54,24
10097,220928.73,15.91,103.25,Ext,17,0.392,0.969,24
10098,220929.95,17.14,104,Ext,6,1.174,1.44,24
10099,220930.86,18.04,93.25,Ext,14,0.49,1.074,24
10100,220937.55,24.73,100.25,Ext,13,0.392,1.048,24
10101,220938.46,25.65,103.25,Ext,13,1.174,1.126,24
10102,220938.83,26.01,105,Ext,13,3.131,1.728,24
10104,220958.2,5.61,86.25,Ext,32,0.783,2.933,24
10105,220959.47,6.87,90.25,Ext,16,1.37,1.231,24
10106,220960.29,7.7,92.75,Ext,18,4.794,2.043,24
10107,220960.95,8.36,91.5,Ext,17,0.392,0.864,24
10108,220961.64,9.05,95,Ext,15,1.566,1.179,24
10109,220962.16,9.56,91.25,Ext,16,0.49,1.022,24
10110,220964.38,11.78,96.25,Ext,17,5.381,3.194,24
10111,220970.73,18.13,93,Ext,17,0.587,1.1,24
10112,220973.55,20.96,90,Ext,16,0.392,0.76,24
10113,220980,27.41,86.75,Ext,9,0.587,1.205,24
10114,220982.86,30.26,96.75,Ext,8,0.392,1.231,24
10115,220988.32,35.73,76.75,Ext,16,0.49,1.074,24
10117,221016.96,24.61,87.75,Ext,12,4.989,2.409,24
10118,221018.36,26.01,88.25,Ext,16,0.392,0.969,24
10119,221020.97,28.62,93.25,Ext,12,4.109,4.242,24
10120,221025.25,32.9,89.5,Ext,20,7.728,3.142,24
10121,221027.6,35.25,89.5,Ext,15,1.468,1.65,24
10122,221028.37,36.01,84,Ext,34,2.055,1.859,24
10123,221029.01,36.66,91.5,Ext,20,1.566,1.99,24
10125,221040.81,8.64,91.25,Ext,15,2.446,2.618,24
10126,221045.17,13,143,Ext,5,0.783,1.126,24
10127,221049.43,17.27,92.25,Ext,16,1.37,2.147,24
10128,221049.79,17.62,91,Ext,13,0.392,1.074,24
10129,221049.98,17.81,85.5,Ext,16,0.392,1.074,24
10130,221050.43,18.27,84.75,Ext,5,3.522,3.142,24
10131,221050.94,18.77,80.5,Ext,11,0.783,1.1,24
10132,221051.16,18.99,85.5,Ext,17,0.881,1.833,24
10133,221052.4,20.23,98.5,Ext,5,0.783,2.147,24
10134,221065.26,33.1,81.5,Ext,14,0.392,1.022,24
10135,221068.53,36.37,85.5,Ext,11,0.392,1.074,24
10136,221068.91,36.75,81.75,Ext,17,0.392,0.891,24
10137,221068.99,36.82,91,Ext,6,0.392,1.309,24
10138,221069.51,37.34,90.5,Ext,12,0.392,0.969,24
10140,221074.67,2.68,95.75,Ext,13,1.761,2.514,24
10141,221076.69,4.7,82.75,Ext,12,0.587,1.179,24
10142,221077.03,5.05,100.25,Ext,19,7.533,8.718,24
10143,221078.85,6.86,89,Ext,10,0.49,0.969,24
10144,221079.27,7.28,90.75,Ext,17,0.587,0.969,24
10145,221079.58,7.59,81.5,Ext,30,4.989,4.058,24
10146,221080.29,8.31,93.25,Ext,9,0.685,0.917,24
10147,221080.81,8.82,94,Ext,17,4.598,7.645,24
10148,221082.79,10.8,87,Ext,13,21.228,8.195,24
10149,221084.84,12.86,94.5,Ext,16,5.968,5.76,24
10150,221085.98,14,93.5,Ext,19,0.881,2.095,24
10151,221086.94,14.95,81.5,Ext,12,0.392,1.048,24
10152,221087.92,15.94,96.5,Ext,5,1.468,3.482,24
10153,221089.39,17.4,89,Ext,15,0.49,0.812,24
10154,221089.76,17.77,86.5,Ext,10,0.783,0.917,24
10155,221092.91,20.93,92.25,Ext,10,0.392,0.995,24
10158,221153.46,1.92,90.25,Ext,16,0.49,1.283,24
10159,221160.64,9.09,92.5,Ext,18,0.392,0.995,24
10160,221160.94,9.39,78.75,Ext,21,0.392,1.022,24
10161,221161.73,10.18,85,Ext,11,0.783,1.336,24
10166,221298.64,5.98,84.25,Ext,14,0.392,1.231,24
10167,221314.13,21.48,175,Ext,7,0.587,0.838,24
10168,221314.29,21.64,3,Ext,12,0.392,0.891,24
10170,221366.28,33.81,85,Ext,10,0.392,0.864,24
10171,221367.02,34.56,94.25,Ext,10,0.587,4.713,24
10177,221539.45,8.19,99,Ext,18,0.979,9.059,24
10187,221849.12,6.32,99.75,Ext,12,0.587,1.283,24
10188,221855.57,12.77,93.25,Ext,15,0.392,1.1,24
10189,221858.21,15.41,100.75,Ext,21,2.544,2.671,24
10190,221858.83,16.03,100.75,Ext,15,0.392,0.864,24
10191,221859.36,16.56,97.75,Ext,24,4.011,4.818,24
10192,221859.67,16.87,113.25,Ext,25,0.392,1.022,24
10193,221861.01,18.2,100.25,Ext,15,4.305,2.095,24
10194,221861.72,18.92,99,Ext,14,0.587,0.969,24
10195,221862.02,19.22,99.5,Ext,12,0.783,1.833,24
10211,222443.42,27.81,78.25,Ext,19,0.392,0.864,24
10213,222491.03,35.56,99.5,Ext,14,0.392,0.812,24
10214,222492.43,36.95,99.5,Ext,10,0.294,0.891,24
10219,222630.02,15.33,86.25,Ext,15,0.392,0.707,24
10220,222630.28,15.6,87.5,Ext,12,0.392,1.179,24
10221,222630.76,16.07,85,Ext,12,0.392,0.786,24
10222,222633.05,18.36,77.25,Ext,13,0.587,0.969,24
10223,222647.56,32.88,81.75,Ext,6,0.392,1.205,24
10224,222651.67,36.99,103.25,Ext,14,0.392,0.917,24
10225,222652.48,37.79,79.5,Ext,11,0.587,0.969,24
10226,222652.9,38.21,98.25,Ext,11,0.49,1.022,24
10228,222676.44,21.96,81.5,Ext,17,0.49,1.205,24
10229,222681.05,26.57,70.75,Ext,13,0.587,2.697,24
10230,222681.29,26.81,74.75,Ext,12,0.587,1.231,24
10231,222682.05,27.57,113.5,Ext,18,0.392,0.838,24
10232,222682.62,28.14,78.25,Ext,15,0.49,1.126,24
10233,222682.97,28.49,109,Ext,13,0.587,0.734,24
10234,222683.22,28.74,77.75,Ext,19,0.392,0.681,24
10235,222683.36,28.88,99.5,Ext,16,0.392,1.074,24
10236,222683.51,29.04,98.25,Ext,34,0.881,2.645,24
10237,222683.94,29.47,96.5,Ext,9,0.587,0.891,24
10238,222684.74,30.26,100.25,Ext,12,3.229,2.383,24
10239,222685.05,30.57,102,Ext,20,0.587,0.943,24
10240,222685.09,30.61,87,Ext,33,0.783,2.488,24
10241,222685.26,30.78,81.5,Ext,22,0.685,2.933,24
10242,222685.35,30.87,86.5,Ext,13,0.392,0.917,24
10243,222685.44,30.96,75.75,Ext,29,0.587,0.969,24
10244,222685.47,30.99,98.25,Ext,13,0.392,1.022,24
10245,222685.56,31.08,86.5,Ext,10,0.392,1.022,24
10246,222685.68,31.2,102.5,Ext,19,0.587,0.891,24
10247,222685.71,31.23,89.5,Ext,15,0.294,0.969,24
10248,222685.84,31.36,90,Ext,18,0.392,0.864,24
10249,222687.02,32.54,72.5,Ext,6,0.587,1.597,24
10250,222689.63,35.15,67.5,Ext,15,0.392,0.76,24
10251,222690.03,35.56,71.25,Ext,10,2.055,2.409,24
10252,222692.77,38.3,93,Ext,13,0.587,1.126,24
10253,222693.31,38.83,91.75,Ext,21,0.783,2.016,24
10254,222693.64,39.16,71.25,Ext,10,0.783,0.917,24
10255,222693.95,39.47,69.25,Ext,12,0.587,1.231,24
10257,222694.84,0.56,91.75,Ext,6,0.392,1.179,24
10258,222695.42,1.14,88.75,Ext,8,0.392,1.074,24
10259,222695.79,1.51,98.75,Ext,11,0.881,4.739,24
10260,222705.6,11.32,98.75,Ext,6,0.392,0.969,24
10261,222728.14,33.85,87,Ext,7,19.858,7.043,24
10263,222734.17,0.2,174,Ext,20,0.587,1.257,24
10264,222756.47,22.5,96.75,Ext,12,2.642,2.723,24
10265,222757.12,23.15,83,Ext,16,1.761,1.859,24
10266,222757.28,23.31,102.5,Ext,15,0.881,2.331,24
10267,222757.87,23.9,103.75,Ext,16,0.392,0.812,24
10268,222758.02,24.05,105,Ext,15,0.392,1.074,24
10269,222758.25,24.28,78.75,Ext,11,0.392,1.257,24
10270,222758.66,24.68,96.75,Ext,10,3.815,4.242,24
10271,222759.53,25.56,98.75,Ext,14,0.49,1.231,24
10272,222762.53,28.56,105.5,Ext,13,0.783,2.2,24
10273,222762.77,28.8,105,Ext,11,0.49,0.864,24
10274,222764.81,30.84,112.5,Ext,15,0.587,1.257,24
10275,222766.23,32.26,93,Ext,14,0.587,1.126,24
10276,222768.03,34.06,105,Ext,7,0.979,2.697,24
10278,222803.55,32.66,72.5,Ext,10,1.566,2.461,24
10279,222804.52,33.63,94.25,Ext,8,1.468,1.493,24
10282,222855.1,4.59,99,Ext,15,7.239,6.65,24
10283,222857.62,7.11,55.25,Ext,12,0.392,0.629,24
10284,222861.11,10.61,70.75,Ext,9,0.392,1.624,24
10285,222867.91,17.4,60.5,Ext,9,0.587,1.388,24
10286,222869.17,18.66,73.5,Ext,17,3.131,2.514,24
10287,222877.16,26.66,65.5,Ext,7,0.49,1.283,24
10288,222879.52,29.01,83.5,Ext,9,0.392,0.812,24
10289,222879.66,29.15,65.5,Ext,10,0.685,1.231,24
10290,222879.71,29.2,118.5,Ext,8,0.587,1.074,24
10291,222879.97,29.46,92.25,Ext,10,0.392,0.864,24
10292,222881.13,30.62,64.75,Ext,10,4.109,5.053,24
10293,222883.96,33.46,85.25,Ext,9,8.511,9.373,24
10295,222893.84,3.55,86.5,Ext,14,4.402,3.43,24
10296,222894.73,4.44,86.5,Ext,10,2.935,7.619,24
10297,222897.09,6.8,99.5,Ext,13,0.587,1.048,24
10298,222899.79,9.51,89,Ext,14,1.761,3.823,24
10299,222901.15,10.86,98.25,Ext,13,13.206,12.41,24
10300,222905.35,15.07,83.25,Ext,10,0.49,1.336,24
10301,222912.09,21.8,84,Ext,6,4.402,9.347,24
10302,222925.55,35.26,89.25,Ext,10,0.49,1.179,24
10303,222925.97,35.68,96.25,Ext,13,6.75,7.907,24
10304,222927.87,37.58,87.25,Ext,5,9.196,7.697,24
10306,222934.64,4.54,78.5,Ext,10,3.131,3.378,24
10307,222965.22,35.12,72.5,Ext,9,0.685,1.126,24
10308,222968.33,38.23,79,Ext,12,1.37,1.362,24
10309,222969.61,39.51,84.5,Ext,16,0.979,2.461,24
10310,222969.74,39.63,76.5,Ext,10,0.392,1.624,24
10312,222970.07,0.16,80.75,Ext,11,2.642,3.509,24
10313,222970.84,0.93,93.25,Ext,13,4.892,10.551,24
10314,222973.84,3.93,78.75,Ext,16,3.913,6.388,24
10315,222975.51,5.6,97.5,Ext,14,1.663,3.247,24
10316,222976.64,6.73,88.75,Ext,12,6.261,6.729,24
10317,222981.32,11.41,86.5,Ext,10,1.174,5.446,24
10318,222984.03,14.13,86.5,Ext,15,0.587,1.1,24
10319,222986.98,17.07,77.75,Ext,16,1.957,2.121,24
10320,222988.48,18.58,74,Ext,7,1.957,2.383,24
10321,222989.03,19.12,85.25,Ext,10,0.783,1.676,24
10322,222989.22,19.31,79,Ext,12,0.587,0.76,24
10323,222989.55,19.65,80.75,Ext,16,1.37,1.467,24
10324,222991.62,21.72,84.5,Ext,25,8.902,6.467,24
10325,222992.39,22.48,71.5,Ext,11,0.49,0.812,24
10326,222992.75,22.84,77.25,Ext,9,0.49,0.917,24
10327,222992.98,23.08,74.75,Ext,11,0.392,0.707,24
10328,222993.22,23.31,77.25,Ext,9,1.077,4.477,24
10329,222993.91,24,84.75,Ext,23,2.348,7.645,24
10330,222994.3,24.39,88.5,Ext,14,0.783,2.671,24
10331,222994.4,24.5,84,Ext,14,1.077,5.577,24
10332,222994.69,24.78,89,Ext,15,0.685,3.901,24
10333,222994.91,25,89.75,Ext,13,0.392,1.885,24
10334,222995.23,25.33,71.5,Ext,15,0.49,1.152,24
10335,222995.63,25.72,89,Ext,17,1.859,6.467,24
10336,222996.16,26.25,88.25,Ext,18,0.783,2.435,24
10337,222996.25,26.35,65.25,Ext,12,0.49,1.1,24
10338,222996.3,26.4,90.25,Ext,11,0.881,1.152,24
10339,222996.74,26.84,83.25,Ext,9,1.272,3.509,24
10340,222997.04,27.13,75.75,Ext,7,3.326,2.409,24
10341,222998.65,28.74,90.25,Ext,16,2.642,2.069,24
10342,223001.82,31.91,83.25,Ext,11,3.815,5.158,24
10343,223005.96,36.06,88.25,Ext,12,0.392,0.891,24
10345,223035.01,25.33,87,Ext,14,4.5,4.634,24
10346,223043.11,33.42,97,Ext,9,0.587,1.362,24
10348,223078.71,29.22,108,Ext,10,0.587,1.179,24
10349,223081.57,32.09,77.25,Ext,13,1.663,2.906,24
10353,223134.36,7.31,35.25,Ext,8,0.685,1.205,24
10354,223145.64,18.59,86.5,Ext,8,0.392,1.179,24
10355,223155.55,28.5,83.75,Ext,9,0.392,0.655,24
